univerzita;fakulta;typ;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2009;docent;part-time;0;3;0;3
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2009;docent;part-time;0;2;0;2
UNIVERZITA MATEJA BELA;Fa humanit. vied UMB;verejná;2009;docent;part-time;0;1;0;1
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2009;docent;part-time;0;1;0;1
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2009;docent;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2009;docent;part-time;0;2;0;2
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2009;docent;part-time;0;0;0;0
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2009;docent;part-time;0;1;0;1
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2009;docent;part-time;0;1;0;1
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2009;docent;part-time;0;3;0;3
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2009;docent;part-time;0;1;0;1
SLOV.TECHN. UNIVERZITA;Materiálovotech.fak.STU;verejná;2009;docent;part-time;4;7;0;11
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2009;docent;part-time;0;11;0;11
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2009;docent;part-time;0;6;0;6
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2009;docent;part-time;2;5;0;7
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2009;docent;part-time;0;1;0;1
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2009;docent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2009;docent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Hutnícka fakulta  TU;verejná;2009;docent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Strojnícka fakulta  TU;verejná;2009;docent;part-time;0;4;0;4
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2009;docent;part-time;0;1;0;1
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2009;docent;part-time;0;2;0;2
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2009;docent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2009;docent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa prírodných vied ŽU;verejná;2009;docent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2009;docent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2009;docent;part-time;0;1;0;1
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2009;docent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2009;docent;part-time;0;1;0;1
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2009;docent;part-time;0;1;0;1
ŽILINSKÁ UNIVERZITA;Fa špeciálneho inž. ŽU;verejná;2009;docent;part-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa mechatroniky TnUAD;verejná;2009;docent;part-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa priem.technol.TnUAD;verejná;2009;docent;part-time;0;2;0;2
TRENČIANSKA UNIVERZITA;Fa soc.-ekon.vzť. TnUAD;verejná;2009;docent;part-time;0;3;0;3
TRENČIANSKA UNIVERZITA;Fa zdravotníctva TnUAD;verejná;2009;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2009;docent;part-time;0;4;0;4
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2009;docent;part-time;0;1;0;1
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2009;docent;part-time;0;5;0;5
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2009;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2009;docent;part-time;0;6;0;6
EKONOMICKÁ UNIVERZITA;EU - rektorát;verejná;2009;docent;part-time;0;0;0;0
EKONOMICKÁ UNIVERZITA;Fa medzin. vzťahov EU;verejná;2009;docent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2009;docent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2009;docent;part-time;0;2;0;2
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2009;docent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2009;docent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2009;docent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2009;docent;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Fa envir. a výr.tech.TU;verejná;2009;docent;part-time;0;1;0;1
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2009;docent;part-time;0;2;0;2
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2009;docent;part-time;0;1;0;1
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2009;docent;part-time;0;3;0;3
TECH. UNIVERZITA ZVOLEN;TU Z - rektorát;verejná;2009;docent;part-time;0;0;0;0
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2009;docent;part-time;0;4;0;4
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2009;docent;part-time;0;0;4;4
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2009;docent;part-time;0;2;0;2
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2009;docent;part-time;0;0;0;0
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2009;docent;part-time;0;1;0;1
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2009;docent;part-time;0;0;1;1
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2009;docent;part-time;0;1;0;1
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2009;docent;part-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2009;odborný asistent;part-time;0;17;19;36
UNIVERZITA KOMENSKÉHO;Evanj. bohosl. fak. UK;verejná;2009;odborný asistent;part-time;0;3;0;3
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2009;odborný asistent;part-time;0;1;0;1
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2009;odborný asistent;part-time;0;3;0;3
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2009;odborný asistent;part-time;0;14;0;14
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2009;odborný asistent;part-time;0;13;15;28
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2009;odborný asistent;part-time;0;54;25;79
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2009;odborný asistent;part-time;0;4;2;6
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2009;odborný asistent;part-time;0;1;1;2
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2009;odborný asistent;part-time;0;16;3;19
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2009;odborný asistent;part-time;0;13;0;13
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2009;odborný asistent;part-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2009;odborný asistent;part-time;0;17;20;37
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2009;odborný asistent;part-time;0;3;4;7
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2009;odborný asistent;part-time;0;10;0;10
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2009;odborný asistent;part-time;0;19;7;26
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2009;odborný asistent;part-time;0;1;2;3
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2009;odborný asistent;part-time;0;3;3;6
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2009;odborný asistent;part-time;0;3;2;5
PREŠOVSKÁ UNIVERZITA;Pravosláv. boh. fak. PU;verejná;2009;odborný asistent;part-time;0;5;0;5
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2009;odborný asistent;part-time;0;1;9;10
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2009;odborný asistent;part-time;0;15;51;66
PREŠOVSKÁ UNIVERZITA;Fa zdravotníctva PU;verejná;2009;odborný asistent;part-time;0;10;44;54
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2009;odborný asistent;part-time;0;9;39;48
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2009;odborný asistent;part-time;0;9;23;32
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2009;odborný asistent;part-time;0;0;9;9
PREŠOVSKÁ UNIVERZITA;Fakulta športu PU;verejná;2009;odborný asistent;part-time;0;2;0;2
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2009;odborný asistent;part-time;0;9;8;17
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2009;odborný asistent;part-time;0;6;1;7
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2009;odborný asistent;part-time;0;9;10;19
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2009;odborný asistent;part-time;0;7;11;18
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2009;odborný asistent;part-time;0;3;4;7
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2009;odborný asistent;part-time;0;11;0;11
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2009;odborný asistent;part-time;0;1;0;1
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2009;odborný asistent;part-time;0;7;4;11
UNIVERZITA J.SELYEHO;Reform.teolog. fak. UJS;verejná;2009;odborný asistent;part-time;0;1;0;1
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2009;odborný asistent;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2009;odborný asistent;part-time;0;1;0;1
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2009;odborný asistent;part-time;0;2;1;3
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2009;odborný asistent;part-time;0;15;0;15
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2009;odborný asistent;part-time;0;1;0;1
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2009;odborný asistent;part-time;0;17;2;19
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2009;odborný asistent;part-time;0;21;3;24
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2009;odborný asistent;part-time;0;4;0;4
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2009;odborný asistent;part-time;0;20;3;23
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2009;odborný asistent;part-time;0;9;0;9
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2009;odborný asistent;part-time;0;0;5;5
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2009;odborný asistent;part-time;0;3;2;5
UNIVERZITA MATEJA BELA;Fa humanit. vied UMB;verejná;2009;odborný asistent;part-time;0;4;2;6
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2009;odborný asistent;part-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2009;odborný asistent;part-time;0;14;15;29
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2009;odborný asistent;part-time;0;11;4;15
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2009;odborný asistent;part-time;0;3;5;8
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2009;odborný asistent;part-time;0;8;1;9
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2009;odborný asistent;part-time;0;7;0;7
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2009;odborný asistent;part-time;0;5;6;11
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2009;odborný asistent;part-time;0;8;3;11
SLOV.TECHN. UNIVERZITA;Materiálovotech.fak.STU;verejná;2009;odborný asistent;part-time;0;12;0;12
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2009;odborný asistent;part-time;0;12;10;22
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2009;odborný asistent;part-time;0;6;6;12
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2009;odborný asistent;part-time;0;3;1;4
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2009;odborný asistent;part-time;0;18;14;32
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2009;odborný asistent;part-time;0;0;1;1
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2009;odborný asistent;part-time;0;4;0;4
TECH. UNIVERZITA KOŠICE;Hutnícka fakulta  TU;verejná;2009;odborný asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Strojnícka fakulta  TU;verejná;2009;odborný asistent;part-time;0;2;4;6
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2009;odborný asistent;part-time;0;9;4;13
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2009;odborný asistent;part-time;0;4;1;5
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2009;odborný asistent;part-time;0;1;0;1
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2009;odborný asistent;part-time;0;0;9;9
ŽILINSKÁ UNIVERZITA;Fa prírodných vied ŽU;verejná;2009;odborný asistent;part-time;0;3;3;6
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2009;odborný asistent;part-time;0;4;1;5
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2009;odborný asistent;part-time;0;3;0;3
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2009;odborný asistent;part-time;0;9;2;11
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2009;odborný asistent;part-time;0;3;0;3
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2009;odborný asistent;part-time;0;1;1;2
ŽILINSKÁ UNIVERZITA;Fa špeciálneho inž. ŽU;verejná;2009;odborný asistent;part-time;0;0;2;2
TRENČIANSKA UNIVERZITA;Fa mechatroniky TnUAD;verejná;2009;odborný asistent;part-time;0;0;0;0
TRENČIANSKA UNIVERZITA;Fa priem.technol.TnUAD;verejná;2009;odborný asistent;part-time;0;5;2;7
TRENČIANSKA UNIVERZITA;Fa soc.-ekon.vzť. TnUAD;verejná;2009;odborný asistent;part-time;0;2;1;3
TRENČIANSKA UNIVERZITA;Fa zdravotníctva TnUAD;verejná;2009;odborný asistent;part-time;0;5;1;6
EKONOMICKÁ UNIVERZITA;Fa podn. manažmentu EU;verejná;2009;odborný asistent;part-time;0;12;2;14
EKONOMICKÁ UNIVERZITA;Obchodná fakulta  EU;verejná;2009;odborný asistent;part-time;0;9;2;11
EKONOMICKÁ UNIVERZITA;Fa hosp. informatiky EU;verejná;2009;odborný asistent;part-time;0;15;3;18
EKONOMICKÁ UNIVERZITA;Podnikovohosp. fak. EU;verejná;2009;odborný asistent;part-time;0;23;0;23
EKONOMICKÁ UNIVERZITA;Národohosp. fakulta  EU;verejná;2009;odborný asistent;part-time;0;29;0;29
EKONOMICKÁ UNIVERZITA;EU - rektorát;verejná;2009;odborný asistent;part-time;0;13;2;15
EKONOMICKÁ UNIVERZITA;Fa medzin. vzťahov EU;verejná;2009;odborný asistent;part-time;0;2;1;3
SLOV. POĽNOHOSP. UNIV.;Fa biotechn. a potr.SPU;verejná;2009;odborný asistent;part-time;0;3;2;5
SLOV. POĽNOHOSP. UNIV.;Fa ekonom. a manažm.SPU;verejná;2009;odborný asistent;part-time;0;0;0;0
SLOV. POĽNOHOSP. UNIV.;Fa agrobiol.,potr.zdr.;verejná;2009;odborný asistent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Technická fakulta SPU;verejná;2009;odborný asistent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;Fa záhrad. a kraj. inž.;verejná;2009;odborný asistent;part-time;0;1;0;1
SLOV. POĽNOHOSP. UNIV.;F eur.štúdií a reg.rozv;verejná;2009;odborný asistent;part-time;0;1;0;1
TECH. UNIVERZITA ZVOLEN;Fa envir. a výr.tech.TU;verejná;2009;odborný asistent;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Lesnícka fakulta  TU;verejná;2009;odborný asistent;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Drevárska fakulta  TU;verejná;2009;odborný asistent;part-time;0;0;0;0
TECH. UNIVERZITA ZVOLEN;Fa ekológie a envir.TU;verejná;2009;odborný asistent;part-time;0;1;2;3
TECH. UNIVERZITA ZVOLEN;TU Z - rektorát;verejná;2009;odborný asistent;part-time;0;0;1;1
VŠ MÚZICKÝCH UMENÍ;Film. a telev. fak.VŠMU;verejná;2009;odborný asistent;part-time;0;33;4;37
VŠ MÚZICKÝCH UMENÍ;Divadelná fakulta VŠMU;verejná;2009;odborný asistent;part-time;0;5;8;13
VŠ MÚZICKÝCH UMENÍ;Hud.a tanečná fak. VŠMU;verejná;2009;odborný asistent;part-time;0;14;9;23
VŠ MÚZICKÝCH UMENÍ;VŠMU - rektorát;verejná;2009;odborný asistent;part-time;0;0;2;2
VŠ VÝTVARNÝCH UMENÍ;Fa výtvar. umení VŠVU;verejná;2009;odborný asistent;part-time;0;1;9;10
AKADÉMIA UMENÍ;Fa dramat. umení AU;verejná;2009;odborný asistent;part-time;0;1;9;10
AKADÉMIA UMENÍ;Fa múzických umení AU;verejná;2009;odborný asistent;part-time;0;3;2;5
AKADÉMIA UMENÍ;Fa výtvarných umení AU;verejná;2009;odborný asistent;part-time;0;1;0;1
UNIVERZITA KOMENSKÉHO;Rímskokat.bohosl.fak.UK;verejná;2009;asistent;part-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Evanj. bohosl. fak. UK;verejná;2009;asistent;part-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;UK - rektorát;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa matem.fyz. a inf. UK;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Prírodovedecká fak. UK;verejná;2009;asistent;part-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Fakulta managementu UK;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Lekárska fakulta UK;verejná;2009;asistent;part-time;0;0;34;34
UNIVERZITA KOMENSKÉHO;Jesseniova lek. fak. UK;verejná;2009;asistent;part-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Farmaceutická fak. UK;verejná;2009;asistent;part-time;0;0;1;1
UNIVERZITA KOMENSKÉHO;Právnická fakulta UK;verejná;2009;asistent;part-time;0;0;2;2
UNIVERZITA KOMENSKÉHO;Filozofická fakulta UK;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fa soc.a ekonom.vied UK;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Pedagogická fakulta UK;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA KOMENSKÉHO;Fakulta TV a športu UK;verejná;2009;asistent;part-time;0;0;1;1
UNIVERZITA P.J.ŠAFÁRIKA;Prírodovedecká fak.UPJŠ;verejná;2009;asistent;part-time;0;0;6;6
UNIVERZITA P.J.ŠAFÁRIKA;Lekárska fakulta  UPJŠ;verejná;2009;asistent;part-time;0;0;5;5
UNIVERZITA P.J.ŠAFÁRIKA;Právnická fakulta UPJŠ;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA P.J.ŠAFÁRIKA;Filozofická fak. UPJŠ;verejná;2009;asistent;part-time;0;0;1;1
PREŠOVSKÁ UNIVERZITA;Gréckokat.teol. fak. PU;verejná;2009;asistent;part-time;0;0;2;2
PREŠOVSKÁ UNIVERZITA;Pravosláv. boh. fak. PU;verejná;2009;asistent;part-time;0;0;7;7
PREŠOVSKÁ UNIVERZITA;PU - rektorát;verejná;2009;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fakulta manažmentu PU;verejná;2009;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fa zdravotníctva PU;verejná;2009;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Filozofická fakulta  PU;verejná;2009;asistent;part-time;0;0;3;3
PREŠOVSKÁ UNIVERZITA;Fa hum. a prír.vied PU;verejná;2009;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Pedagogická fakulta PU;verejná;2009;asistent;part-time;0;0;0;0
PREŠOVSKÁ UNIVERZITA;Fakulta športu PU;verejná;2009;asistent;part-time;0;0;3;3
UNIV.sv.CYRILA a METODA;UCaM - rektorát;verejná;2009;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa prírodných vied UCM;verejná;2009;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Filozofická fakulta UCM;verejná;2009;asistent;part-time;0;0;0;0
UNIV.sv.CYRILA a METODA;Fa masmed. komunik. UCM;verejná;2009;asistent;part-time;0;0;0;0
KATOLÍCKA UNIVERZITA;Teologická fakulta KU;verejná;2009;asistent;part-time;0;0;2;2
KATOLÍCKA UNIVERZITA;Fa zdravotníctva KU;verejná;2009;asistent;part-time;0;0;9;9
KATOLÍCKA UNIVERZITA;Filozofická fakulta KU;verejná;2009;asistent;part-time;0;0;2;2
KATOLÍCKA UNIVERZITA;Pedagogická fakulta KU;verejná;2009;asistent;part-time;0;0;1;1
UNIVERZITA J.SELYEHO;Reform.teolog. fak. UJS;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Ekonomická fakulta UJS;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA J.SELYEHO;Pedagogická fakulta UJS;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA VETERIN.LEK.;Fa veter. lekár.(fikt.);verejná;2009;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa prírodných vied UKF;verejná;2009;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Fa stredoeur.štúdií UKF;verejná;2009;asistent;part-time;0;0;0;0
UNIVER. KONŠT. FILOZOFA;Filozofická fakulta UKF;verejná;2009;asistent;part-time;0;0;2;2
UNIVER. KONŠT. FILOZOFA;Fa sociálnych vied UKF;verejná;2009;asistent;part-time;0;0;3;3
UNIVER. KONŠT. FILOZOFA;Pedagogická fakulta UKF;verejná;2009;asistent;part-time;0;0;2;2
UNIVERZITA MATEJA BELA;Fa prírodných vied UMB;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Ekonomická fakulta  UMB;verejná;2009;asistent;part-time;0;0;2;2
UNIVERZITA MATEJA BELA;Právnická fakulta UMB;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa politických vied UMB;verejná;2009;asistent;part-time;0;0;0;0
UNIVERZITA MATEJA BELA;Fa humanit. vied UMB;verejná;2009;asistent;part-time;0;0;1;1
UNIVERZITA MATEJA BELA;Pedagogická fakulta UMB;verejná;2009;asistent;part-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;Teologická fakulta  TTU;verejná;2009;asistent;part-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;F zdrav.a soc.práce TTU;verejná;2009;asistent;part-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;Právnická fakulta TTU;verejná;2009;asistent;part-time;0;0;2;2
TRNAVSKÁ UNIVERZITA;Filozofická fakulta TTU;verejná;2009;asistent;part-time;0;0;1;1
TRNAVSKÁ UNIVERZITA;Pedagogická fakulta TTU;verejná;2009;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa informatiky a IT STU;verejná;2009;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Strojnícka fakulta  STU;verejná;2009;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Materiálovotech.fak.STU;verejná;2009;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Stavebná fakulta  STU;verejná;2009;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;Fa elektr. a inf. STU;verejná;2009;asistent;part-time;0;0;7;7
SLOV.TECHN. UNIVERZITA;F chem.potrav.techn.STU;verejná;2009;asistent;part-time;0;0;2;2
SLOV.TECHN. UNIVERZITA;Fa architektúry STU;verejná;2009;asistent;part-time;0;0;0;0
SLOV.TECHN. UNIVERZITA;STU - rektorát;verejná;2009;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa baníctva,ekol., TU;verejná;2009;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Hutnícka fakulta  TU;verejná;2009;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Strojnícka fakulta  TU;verejná;2009;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Stavebná fakulta  TU;verejná;2009;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa elektr. a infor. TU;verejná;2009;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Ekonomická fakulta  TU;verejná;2009;asistent;part-time;0;0;0;0
TECH. UNIVERZITA KOŠICE;Fa umení TU;verejná;2009;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa prírodných vied ŽU;verejná;2009;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Strojnícka fakulta  ŽU;verejná;2009;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Stavebná fakulta  ŽU;verejná;2009;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Elektrotechn. fak.  ŽU;verejná;2009;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fakulta PEDAS  ŽU;verejná;2009;asistent;part-time;0;0;0;0
ŽILINSKÁ UNIVERZITA;Fa riadenia a inf. ŽU;verejná;2009;asistent;part-time;0;0;0;0
