univerzita;rok;typ učiteľa;úväzok;DrSc.;CSc., PhD.;iný/žiadny titul;spolu
PU;2016;hosťujúci profesor;part-time;0;0;0;0
PU;2016;lektor;full-time;0;0;20;20
PU;2016;lektor;part-time;0;0;1;1
PU;2016;odborný asistent;full-time;0;295;3;298
PU;2016;odborný asistent;part-time;0;30;16;46
PU;2016;profesor;full-time;4;54;0;58
PU;2016;profesor;part-time;0;1;0;1
PU;2017;asistent;full-time;0;0;5;5
PU;2017;asistent;part-time;0;0;23;23
PU;2017;docent;full-time;1;130;0;131
PU;2017;docent;part-time;0;4;0;4
PU;2017;hosťujúci profesor;full-time;0;0;0;0
PU;2017;hosťujúci profesor;part-time;0;0;0;0
PU;2017;lektor;full-time;0;0;23;23
PU;2017;lektor;part-time;0;0;5;5
PU;2017;odborný asistent;full-time;0;280;17;297
PU;2017;odborný asistent;part-time;0;27;13;40
PU;2017;profesor;full-time;4;52;0;56
PU;2017;profesor;part-time;0;0;0;0
PU;2018;asistent;full-time;0;0;5;5
PU;2018;asistent;part-time;0;0;19;19
PU;2018;docent;full-time;1;126;0;127
PU;2018;docent;part-time;0;2;0;2
PU;2018;hosťujúci profesor;full-time;0;0;0;0
PU;2018;hosťujúci profesor;part-time;0;0;0;0
PU;2018;lektor;full-time;0;0;24;24
PU;2018;lektor;part-time;0;0;7;7
PU;2018;odborný asistent;full-time;0;303;5;308
PU;2018;odborný asistent;part-time;0;30;15;45
PU;2018;profesor;full-time;5;53;0;58
PU;2018;profesor;part-time;0;0;0;0
PU;2019;asistent;full-time;0;0;4;4
PU;2019;asistent;part-time;0;0;20;20
PU;2019;docent;full-time;1;131;0;132
PU;2019;docent;part-time;0;2;0;2
PU;2019;hosťujúci profesor;full-time;0;0;0;0
PU;2019;hosťujúci profesor;part-time;0;0;0;0
PU;2019;lektor;full-time;0;0;28;28
PU;2019;lektor;part-time;0;0;6;6
PU;2019;odborný asistent;full-time;0;313;5;318
PU;2019;odborný asistent;part-time;0;25;19;44
PU;2019;profesor;full-time;5;53;0;58
PU;2019;profesor;part-time;0;1;0;1
PU;2020;asistent;full-time;0;0;5;5
PU;2020;asistent;part-time;0;0;0;0
PU;2020;docent;full-time;1;130;0;131
PU;2020;docent;part-time;0;3;0;3
PU;2020;hosťujúci profesor;full-time;0;0;0;0
PU;2020;hosťujúci profesor;part-time;0;0;0;0
PU;2020;lektor;full-time;0;0;28;28
PU;2020;lektor;part-time;0;0;21;21
PU;2020;odborný asistent;full-time;0;297;8;305
PU;2020;odborný asistent;part-time;0;24;14;38
PU;2020;profesor;full-time;4;52;0;56
PU;2020;profesor;part-time;0;1;0;1
PU;2021;asistent;full-time;0;0;7;7
PU;2021;asistent;part-time;0;0;1;1
PU;2021;docent;full-time;1;129;1;131
PU;2021;docent;part-time;0;3;0;3
PU;2021;hosťujúci profesor;full-time;0;0;0;0
PU;2021;hosťujúci profesor;part-time;0;0;0;0
PU;2021;lektor;full-time;0;0;21;21
PU;2021;lektor;part-time;0;0;21;21
PU;2021;odborný asistent;full-time;0;278;2;280
PU;2021;odborný asistent;part-time;0;27;1;28
PU;2021;profesor;full-time;4;59;0;63
PU;2021;profesor;part-time;0;3;0;3
PU;2022;asistent;full-time;0;0;11;11
PU;2022;asistent;part-time;0;0;1;1
PU;2022;docent;full-time;0;171;0;171
PU;2022;docent;part-time;0;6;0;6
PU;2022;hosťujúci profesor;full-time;0;0;0;0
PU;2022;hosťujúci profesor;part-time;0;0;0;0
PU;2022;lektor;full-time;0;0;17;17
PU;2022;lektor;part-time;0;0;24;24
PU;2022;odborný asistent;full-time;0;214;1;215
PU;2022;odborný asistent;part-time;0;16;2;18
PU;2022;profesor;full-time;4;73;0;77
PU;2022;profesor;part-time;0;2;0;2
SPU;2009;asistent;full-time;0;0;1;1
SPU;2009;asistent;part-time;0;0;0;0
SPU;2009;docent;full-time;0;107;0;107
SPU;2009;docent;part-time;0;5;0;5
SPU;2009;hosťujúci profesor;full-time;0;0;0;0
SPU;2009;hosťujúci profesor;part-time;0;0;0;0
SPU;2009;lektor;full-time;0;0;0;0
SPU;2009;lektor;part-time;0;0;0;0
SPU;2009;odborný asistent;full-time;0;238;68;306
SPU;2009;odborný asistent;part-time;0;7;2;9
SPU;2009;profesor;full-time;4;44;0;48
SPU;2009;profesor;part-time;4;8;0;12
SPU;2010;asistent;full-time;0;0;1;1
SPU;2010;asistent;part-time;0;0;0;0
SPU;2010;docent;full-time;0;101;0;101
SPU;2010;docent;part-time;0;5;0;5
SPU;2010;hosťujúci profesor;full-time;0;0;0;0
SPU;2010;hosťujúci profesor;part-time;0;0;0;0
SPU;2010;lektor;full-time;0;0;0;0
SPU;2010;lektor;part-time;0;0;0;0
SPU;2010;odborný asistent;full-time;0;240;55;295
SPU;2010;odborný asistent;part-time;0;7;4;11
SPU;2010;profesor;full-time;5;47;0;52
SPU;2010;profesor;part-time;3;5;0;8
SPU;2011;asistent;full-time;0;0;0;0
SPU;2011;asistent;part-time;0;0;0;0
SPU;2011;docent;full-time;0;100;0;100
SPU;2011;docent;part-time;0;5;0;5
SPU;2011;hosťujúci profesor;full-time;0;0;0;0
SPU;2011;hosťujúci profesor;part-time;0;0;0;0
SPU;2011;lektor;full-time;0;0;0;0
SPU;2011;lektor;part-time;0;0;0;0
SPU;2011;odborný asistent;full-time;0;254;36;290
SPU;2011;odborný asistent;part-time;0;11;1;12
SPU;2011;profesor;full-time;7;50;0;57
SPU;2011;profesor;part-time;1;5;0;6
SPU;2012;asistent;full-time;0;0;0;0
SPU;2012;asistent;part-time;0;0;0;0
SPU;2012;docent;full-time;0;101;0;101
SPU;2012;docent;part-time;0;2;0;2
SPU;2012;hosťujúci profesor;full-time;0;0;0;0
SPU;2012;hosťujúci profesor;part-time;0;0;0;0
SPU;2012;lektor;full-time;0;0;3;3
SPU;2012;lektor;part-time;0;0;1;1
SPU;2012;odborný asistent;full-time;0;244;28;272
SPU;2012;odborný asistent;part-time;0;11;2;13
SPU;2012;profesor;full-time;7;49;2;58
SPU;2012;profesor;part-time;1;5;0;6
SPU;2013;asistent;full-time;0;0;0;0
SPU;2013;asistent;part-time;0;0;0;0
SPU;2013;docent;full-time;0;112;0;112
SPU;2013;docent;part-time;0;3;0;3
SPU;2013;hosťujúci profesor;full-time;0;0;0;0
SPU;2013;hosťujúci profesor;part-time;0;0;0;0
SPU;2013;lektor;full-time;0;0;5;5
SPU;2013;lektor;part-time;0;0;1;1
SPU;2013;odborný asistent;full-time;0;251;10;261
SPU;2013;odborný asistent;part-time;0;12;4;16
SPU;2013;profesor;full-time;7;49;2;58
SPU;2013;profesor;part-time;1;6;0;7
SPU;2014;asistent;full-time;0;0;0;0
SPU;2014;asistent;part-time;0;0;0;0
SPU;2014;docent;full-time;0;107;1;108
SPU;2014;docent;part-time;0;4;0;4
SPU;2014;hosťujúci profesor;full-time;0;0;0;0
SPU;2014;hosťujúci profesor;part-time;0;0;0;0
SPU;2014;lektor;full-time;0;0;5;5
SPU;2014;lektor;part-time;0;0;5;5
SPU;2014;odborný asistent;full-time;0;249;9;258
SPU;2014;odborný asistent;part-time;0;14;1;15
SPU;2014;profesor;full-time;7;56;2;65
SPU;2014;profesor;part-time;1;6;0;7
SPU;2015;asistent;full-time;0;0;0;0
SPU;2015;asistent;part-time;0;0;0;0
SPU;2015;docent;full-time;0;112;0;112
SPU;2015;docent;part-time;0;7;0;7
SPU;2015;hosťujúci profesor;full-time;0;0;0;0
SPU;2015;hosťujúci profesor;part-time;0;0;0;0
SPU;2015;lektor;full-time;0;0;5;5
SPU;2015;lektor;part-time;0;0;1;1
SPU;2015;odborný asistent;full-time;0;256;7;263
SPU;2015;odborný asistent;part-time;0;8;1;9
SPU;2015;profesor;full-time;6;58;0;64
SPU;2015;profesor;part-time;1;5;0;6
SPU;2016;asistent;full-time;0;0;1;1
SPU;2016;asistent;part-time;0;0;0;0
SPU;2016;docent;full-time;0;116;1;117
SPU;2016;docent;part-time;0;9;0;9
SPU;2016;hosťujúci profesor;full-time;0;0;0;0
SPU;2016;hosťujúci profesor;part-time;0;0;0;0
SPU;2016;lektor;full-time;0;0;5;5
SPU;2016;lektor;part-time;0;0;1;1
SPU;2016;odborný asistent;full-time;0;247;8;255
SPU;2016;odborný asistent;part-time;0;6;1;7
SPU;2016;profesor;full-time;6;58;1;65
SPU;2016;profesor;part-time;1;4;1;6
SPU;2017;asistent;full-time;0;0;0;0
SPU;2017;asistent;part-time;0;0;0;0
SPU;2017;docent;full-time;0;117;1;118
SPU;2017;docent;part-time;0;9;0;9
SPU;2017;hosťujúci profesor;full-time;0;0;0;0
SPU;2017;hosťujúci profesor;part-time;0;0;0;0
SPU;2017;lektor;full-time;0;0;6;6
SPU;2017;lektor;part-time;0;0;1;1
SPU;2017;odborný asistent;full-time;0;237;7;244
SPU;2017;odborný asistent;part-time;0;9;1;10
SPU;2017;profesor;full-time;6;57;1;64
SPU;2017;profesor;part-time;1;4;1;6
SPU;2018;asistent;full-time;0;0;1;1
SPU;2018;asistent;part-time;0;0;0;0
SPU;2018;docent;full-time;0;130;0;130
SPU;2018;docent;part-time;0;7;0;7
SPU;2018;hosťujúci profesor;full-time;0;0;0;0
SPU;2018;hosťujúci profesor;part-time;0;0;0;0
SPU;2018;lektor;full-time;0;0;7;7
SPU;2018;lektor;part-time;0;0;0;0
SPU;2018;odborný asistent;full-time;0;230;6;236
SPU;2018;odborný asistent;part-time;0;10;1;11
SPU;2018;profesor;full-time;3;51;0;54
SPU;2018;profesor;part-time;4;5;1;10
SPU;2019;asistent;full-time;0;0;1;1
SPU;2019;asistent;part-time;0;0;0;0
SPU;2019;docent;full-time;0;133;0;133
SPU;2019;docent;part-time;0;6;0;6
SPU;2019;hosťujúci profesor;full-time;0;0;0;0
SPU;2019;hosťujúci profesor;part-time;0;0;0;0
SPU;2019;lektor;full-time;0;0;6;6
SPU;2019;lektor;part-time;0;0;0;0
SPU;2019;odborný asistent;full-time;0;218;6;224
SPU;2019;odborný asistent;part-time;0;12;1;13
SPU;2019;profesor;full-time;3;53;0;56
SPU;2019;profesor;part-time;2;5;0;7
SPU;2020;asistent;full-time;0;0;1;1
SPU;2020;asistent;part-time;0;0;0;0
SPU;2020;docent;full-time;0;131;0;131
SPU;2020;docent;part-time;0;6;0;6
SPU;2020;hosťujúci profesor;full-time;0;0;0;0
SPU;2020;hosťujúci profesor;part-time;0;0;0;0
SPU;2020;lektor;full-time;0;0;6;6
SPU;2020;lektor;part-time;0;0;0;0
SPU;2020;odborný asistent;full-time;0;222;3;225
SPU;2020;odborný asistent;part-time;0;10;0;10
SPU;2020;profesor;full-time;3;54;1;58
SPU;2020;profesor;part-time;1;4;0;5
SPU;2021;asistent;full-time;0;0;0;0
SPU;2021;asistent;part-time;0;0;0;0
SPU;2021;docent;full-time;0;128;0;128
SPU;2021;docent;part-time;0;7;0;7
SPU;2021;hosťujúci profesor;full-time;0;0;0;0
SPU;2021;hosťujúci profesor;part-time;0;0;0;0
SPU;2021;lektor;full-time;0;0;18;18
SPU;2021;lektor;part-time;0;0;0;0
SPU;2021;odborný asistent;full-time;0;183;3;186
SPU;2021;odborný asistent;part-time;0;7;1;8
SPU;2021;profesor;full-time;5;61;1;67
SPU;2021;profesor;part-time;0;4;0;4
SPU;2022;asistent;full-time;0;0;0;0
SPU;2022;asistent;part-time;0;0;0;0
SPU;2022;docent;full-time;0;130;3;133
SPU;2022;docent;part-time;0;5;0;5
SPU;2022;hosťujúci profesor;full-time;0;0;0;0
SPU;2022;hosťujúci profesor;part-time;0;0;0;0
SPU;2022;lektor;full-time;0;0;17;17
SPU;2022;lektor;part-time;0;0;0;0
SPU;2022;odborný asistent;full-time;0;160;3;163
SPU;2022;odborný asistent;part-time;0;11;0;11
SPU;2022;profesor;full-time;5;65;0;70
SPU;2022;profesor;part-time;0;4;0;4
STU;2009;asistent;full-time;0;0;8;8
STU;2009;asistent;part-time;0;0;9;9
STU;2009;docent;full-time;3;308;3;314
STU;2009;docent;part-time;6;34;0;40
STU;2009;hosťujúci profesor;full-time;0;0;0;0
STU;2009;hosťujúci profesor;part-time;0;0;0;0
STU;2009;lektor;full-time;0;0;7;7
STU;2009;lektor;part-time;0;0;0;0
STU;2009;odborný asistent;full-time;0;401;193;594
STU;2009;odborný asistent;part-time;0;64;41;105
STU;2009;profesor;full-time;44;102;3;149
STU;2009;profesor;part-time;6;19;0;25
STU;2010;asistent;full-time;0;0;6;6
STU;2010;asistent;part-time;0;0;12;12
STU;2010;docent;full-time;7;308;2;317
STU;2010;docent;part-time;4;42;0;46
STU;2010;hosťujúci profesor;full-time;0;0;0;0
STU;2010;hosťujúci profesor;part-time;0;0;0;0
STU;2010;lektor;full-time;0;0;6;6
STU;2010;lektor;part-time;0;0;0;0
STU;2010;odborný asistent;full-time;0;430;145;575
STU;2010;odborný asistent;part-time;0;68;36;104
STU;2010;profesor;full-time;37;106;3;146
STU;2010;profesor;part-time;12;20;1;33
STU;2011;asistent;full-time;0;0;7;7
STU;2011;asistent;part-time;0;0;12;12
STU;2011;docent;full-time;3;307;3;313
STU;2011;docent;part-time;2;38;0;40
STU;2011;hosťujúci profesor;full-time;0;0;0;0
STU;2011;hosťujúci profesor;part-time;0;0;0;0
STU;2011;lektor;full-time;0;0;6;6
STU;2011;lektor;part-time;0;0;0;0
STU;2011;odborný asistent;full-time;0;438;134;572
STU;2011;odborný asistent;part-time;0;42;27;69
STU;2011;profesor;full-time;42;107;2;151
STU;2011;profesor;part-time;13;18;0;31
STU;2012;asistent;full-time;0;0;3;3
STU;2012;asistent;part-time;0;0;5;5
STU;2012;docent;full-time;4;303;3;310
STU;2012;docent;part-time;2;35;0;37
STU;2012;hosťujúci profesor;full-time;0;0;0;0
STU;2012;hosťujúci profesor;part-time;0;0;0;0
STU;2012;lektor;full-time;0;0;16;16
STU;2012;lektor;part-time;0;0;0;0
STU;2012;odborný asistent;full-time;0;451;95;546
STU;2012;odborný asistent;part-time;0;50;37;87
STU;2012;profesor;full-time;40;114;2;156
STU;2012;profesor;part-time;14;15;0;29
STU;2013;asistent;full-time;0;0;3;3
STU;2013;asistent;part-time;0;0;6;6
STU;2013;docent;full-time;2;293;3;298
STU;2013;docent;part-time;3;31;0;34
STU;2013;hosťujúci profesor;full-time;0;0;0;0
STU;2013;hosťujúci profesor;part-time;0;0;0;0
STU;2013;lektor;full-time;0;0;15;15
STU;2013;lektor;part-time;0;0;4;4
STU;2013;odborný asistent;full-time;0;510;87;597
STU;2013;odborný asistent;part-time;0;41;17;58
STU;2013;profesor;full-time;42;120;2;164
STU;2013;profesor;part-time;11;10;0;21
STU;2014;asistent;full-time;0;0;7;7
STU;2014;asistent;part-time;0;0;8;8
STU;2014;docent;full-time;3;304;3;310
STU;2014;docent;part-time;4;26;0;30
STU;2014;hosťujúci profesor;full-time;0;0;0;0
STU;2014;hosťujúci profesor;part-time;0;0;0;0
STU;2014;lektor;full-time;0;0;11;11
STU;2014;lektor;part-time;0;0;4;4
STU;2014;odborný asistent;full-time;0;481;55;536
STU;2014;odborný asistent;part-time;0;48;19;67
STU;2014;profesor;full-time;40;122;2;164
STU;2014;profesor;part-time;8;11;0;19
STU;2015;asistent;full-time;0;0;5;5
STU;2015;asistent;part-time;0;0;11;11
STU;2015;docent;full-time;3;306;4;313
STU;2015;docent;part-time;0;25;0;25
STU;2015;hosťujúci profesor;full-time;0;0;0;0
STU;2015;hosťujúci profesor;part-time;0;0;0;0
STU;2015;lektor;full-time;0;0;9;9
STU;2015;lektor;part-time;0;0;6;6
STU;2015;odborný asistent;full-time;0;471;54;525
STU;2015;odborný asistent;part-time;0;44;10;54
STU;2015;profesor;full-time;36;124;3;163
STU;2015;profesor;part-time;8;11;0;19
STU;2016;asistent;full-time;0;0;6;6
STU;2016;asistent;part-time;0;0;10;10
STU;2016;docent;full-time;3;287;4;294
STU;2016;docent;part-time;0;30;1;31
STU;2016;hosťujúci profesor;full-time;0;0;0;0
STU;2016;hosťujúci profesor;part-time;0;0;0;0
STU;2016;lektor;full-time;0;0;10;10
STU;2016;lektor;part-time;0;0;3;3
STU;2016;odborný asistent;full-time;0;457;41;498
STU;2016;odborný asistent;part-time;0;40;9;49
STU;2016;profesor;full-time;33;125;3;161
STU;2016;profesor;part-time;8;11;0;19
STU;2017;asistent;full-time;0;0;5;5
STU;2017;asistent;part-time;0;0;5;5
STU;2017;docent;full-time;3;280;4;287
STU;2017;docent;part-time;0;29;0;29
STU;2017;hosťujúci profesor;full-time;0;0;0;0
STU;2017;hosťujúci profesor;part-time;0;0;0;0
STU;2017;lektor;full-time;0;0;6;6
STU;2017;lektor;part-time;0;0;4;4
STU;2017;odborný asistent;full-time;0;446;41;487
STU;2017;odborný asistent;part-time;0;48;9;57
STU;2017;profesor;full-time;32;116;1;149
STU;2017;profesor;part-time;4;11;0;15
STU;2018;asistent;full-time;0;0;6;6
STU;2018;asistent;part-time;0;0;6;6
STU;2018;docent;full-time;1;274;4;279
STU;2018;docent;part-time;0;19;0;19
STU;2018;hosťujúci profesor;full-time;0;0;0;0
STU;2018;hosťujúci profesor;part-time;0;0;0;0
STU;2018;lektor;full-time;0;0;8;8
STU;2018;lektor;part-time;0;0;2;2
STU;2018;odborný asistent;full-time;0;447;39;486
STU;2018;odborný asistent;part-time;0;46;14;60
STU;2018;profesor;full-time;32;119;2;153
STU;2018;profesor;part-time;2;7;0;9
STU;2019;asistent;full-time;0;0;5;5
STU;2019;asistent;part-time;0;0;8;8
STU;2019;docent;full-time;1;264;4;269
STU;2019;docent;part-time;0;16;0;16
STU;2019;hosťujúci profesor;full-time;0;0;0;0
STU;2019;hosťujúci profesor;part-time;0;0;0;0
STU;2019;lektor;full-time;0;0;7;7
STU;2019;lektor;part-time;0;0;3;3
STU;2019;odborný asistent;full-time;0;417;51;468
STU;2019;odborný asistent;part-time;0;52;16;68
STU;2019;profesor;full-time;27;123;2;152
STU;2019;profesor;part-time;4;7;0;11
STU;2020;asistent;full-time;0;0;4;4
STU;2020;asistent;part-time;0;0;15;15
STU;2020;docent;full-time;3;244;6;253
STU;2020;docent;part-time;0;19;0;19
STU;2020;hosťujúci profesor;full-time;0;0;0;0
STU;2020;hosťujúci profesor;part-time;0;0;0;0
STU;2020;lektor;full-time;0;0;7;7
STU;2020;lektor;part-time;0;0;1;1
STU;2020;odborný asistent;full-time;0;416;48;464
STU;2020;odborný asistent;part-time;0;46;22;68
STU;2020;profesor;full-time;29;121;2;152
STU;2020;profesor;part-time;3;5;0;8
STU;2021;asistent;full-time;0;0;2;2
STU;2021;asistent;part-time;0;0;14;14
STU;2021;docent;full-time;3;277;8;288
STU;2021;docent;part-time;1;21;0;22
STU;2021;hosťujúci profesor;full-time;0;0;0;0
STU;2021;hosťujúci profesor;part-time;0;0;0;0
STU;2021;lektor;full-time;0;0;6;6
STU;2021;lektor;part-time;0;0;2;2
STU;2021;odborný asistent;full-time;0;364;38;402
STU;2021;odborný asistent;part-time;0;57;21;78
STU;2021;profesor;full-time;26;121;3;150
STU;2021;profesor;part-time;3;8;0;11
STU;2022;asistent;full-time;0;0;1;1
STU;2022;asistent;part-time;0;0;5;5
STU;2022;docent;full-time;2;281;6;289
STU;2022;docent;part-time;1;18;0;19
STU;2022;hosťujúci profesor;full-time;0;0;0;0
STU;2022;hosťujúci profesor;part-time;0;0;0;0
STU;2022;lektor;full-time;0;0;5;5
STU;2022;lektor;part-time;0;0;6;6
STU;2022;odborný asistent;full-time;0;334;35;369
STU;2022;odborný asistent;part-time;0;48;16;64
STU;2022;profesor;full-time;27;116;3;146
STU;2022;profesor;part-time;1;7;0;8
TUAD;2009;asistent;full-time;0;0;0;0
TUAD;2009;asistent;part-time;0;0;1;1
TUAD;2009;docent;full-time;0;31;0;31
TUAD;2009;docent;part-time;0;5;0;5
TUAD;2009;hosťujúci profesor;full-time;0;0;0;0
TUAD;2009;hosťujúci profesor;part-time;0;0;0;0
TUAD;2009;lektor;full-time;0;0;0;0
TUAD;2009;lektor;part-time;0;0;0;0
TUAD;2009;odborný asistent;full-time;0;77;104;181
TUAD;2009;odborný asistent;part-time;0;12;4;16
TUAD;2009;profesor;full-time;7;23;0;30
TUAD;2009;profesor;part-time;1;2;0;3
TUAD;2010;asistent;full-time;0;0;4;4
TUAD;2010;asistent;part-time;0;0;4;4
TUAD;2010;docent;full-time;0;29;0;29
TUAD;2010;docent;part-time;0;7;0;7
TUAD;2010;hosťujúci profesor;full-time;0;0;0;0
TUAD;2010;hosťujúci profesor;part-time;0;0;0;0
TUAD;2010;lektor;full-time;0;0;0;0
TUAD;2010;lektor;part-time;0;0;0;0
TUAD;2010;odborný asistent;full-time;0;89;51;140
TUAD;2010;odborný asistent;part-time;0;7;7;14
TUAD;2010;profesor;full-time;5;15;0;20
TUAD;2010;profesor;part-time;3;4;0;7
TUAD;2011;asistent;full-time;0;0;4;4
TUAD;2011;asistent;part-time;0;0;1;1
TUAD;2011;docent;full-time;0;31;0;31
TUAD;2011;docent;part-time;0;6;0;6
TUAD;2011;hosťujúci profesor;full-time;0;0;0;0
TUAD;2011;hosťujúci profesor;part-time;0;0;0;0
TUAD;2011;lektor;full-time;0;0;0;0
TUAD;2011;lektor;part-time;0;0;0;0
TUAD;2011;odborný asistent;full-time;0;81;36;117
TUAD;2011;odborný asistent;part-time;0;8;9;17
TUAD;2011;profesor;full-time;4;14;0;18
TUAD;2011;profesor;part-time;1;1;0;2
TUAD;2012;asistent;full-time;0;0;5;5
TUAD;2012;asistent;part-time;0;0;0;0
TUAD;2012;docent;full-time;0;31;0;31
TUAD;2012;docent;part-time;0;3;0;3
TUAD;2012;hosťujúci profesor;full-time;0;0;0;0
TUAD;2012;hosťujúci profesor;part-time;0;0;0;0
TUAD;2012;lektor;full-time;0;0;0;0
TUAD;2012;lektor;part-time;0;0;1;1
TUAD;2012;odborný asistent;full-time;0;81;28;109
TUAD;2012;odborný asistent;part-time;0;12;8;20
TUAD;2012;profesor;full-time;6;18;0;24
TUAD;2012;profesor;part-time;1;5;0;6
TUAD;2013;asistent;full-time;0;0;2;2
TUAD;2013;asistent;part-time;0;0;4;4
TUAD;2013;docent;full-time;0;28;0;28
TUAD;2013;docent;part-time;0;3;0;3
TUAD;2013;hosťujúci profesor;full-time;0;0;0;0
TUAD;2013;hosťujúci profesor;part-time;0;0;0;0
TUAD;2013;lektor;full-time;0;0;0;0
TUAD;2013;lektor;part-time;0;0;0;0
TUAD;2013;odborný asistent;full-time;0;86;18;104
TUAD;2013;odborný asistent;part-time;0;12;6;18
TUAD;2013;profesor;full-time;5;15;0;20
TUAD;2013;profesor;part-time;1;6;0;7
TUAD;2014;asistent;full-time;0;0;1;1
TUAD;2014;asistent;part-time;0;0;2;2
TUAD;2014;docent;full-time;0;26;0;26
TUAD;2014;docent;part-time;0;5;0;5
TUAD;2014;hosťujúci profesor;full-time;0;0;0;0
TUAD;2014;hosťujúci profesor;part-time;0;0;0;0
TUAD;2014;lektor;full-time;0;0;0;0
TUAD;2014;lektor;part-time;0;0;2;2
TUAD;2014;odborný asistent;full-time;0;79;15;94
TUAD;2014;odborný asistent;part-time;0;9;7;16
TUAD;2014;profesor;full-time;5;20;0;25
TUAD;2014;profesor;part-time;1;2;0;3
TUAD;2015;asistent;full-time;0;0;1;1
TUAD;2015;asistent;part-time;0;0;1;1
TUAD;2015;docent;full-time;0;21;0;21
TUAD;2015;docent;part-time;0;7;0;7
TUAD;2015;hosťujúci profesor;full-time;0;0;0;0
TUAD;2015;hosťujúci profesor;part-time;0;0;0;0
TUAD;2015;lektor;full-time;0;0;0;0
TUAD;2015;lektor;part-time;0;0;3;3
TUAD;2015;odborný asistent;full-time;0;70;13;83
TUAD;2015;odborný asistent;part-time;0;11;9;20
TUAD;2015;profesor;full-time;6;20;0;26
TUAD;2015;profesor;part-time;1;2;0;3
TUAD;2016;asistent;full-time;0;0;0;0
TUAD;2016;asistent;part-time;0;0;2;2
TUAD;2016;docent;full-time;0;21;0;21
TUAD;2016;docent;part-time;0;6;0;6
TUAD;2016;hosťujúci profesor;full-time;0;0;0;0
TUAD;2016;hosťujúci profesor;part-time;0;0;0;0
TUAD;2016;lektor;full-time;0;0;0;0
TUAD;2016;lektor;part-time;0;0;0;0
TUAD;2016;odborný asistent;full-time;0;70;10;80
TUAD;2016;odborný asistent;part-time;0;10;7;17
TUAD;2016;profesor;full-time;6;20;0;26
TUAD;2016;profesor;part-time;3;1;0;4
TUAD;2017;asistent;full-time;0;0;0;0
TUAD;2017;asistent;part-time;0;0;1;1
TUAD;2017;docent;full-time;0;24;0;24
TUAD;2017;docent;part-time;0;4;0;4
TUAD;2017;hosťujúci profesor;full-time;0;0;0;0
TUAD;2017;hosťujúci profesor;part-time;0;0;0;0
TUAD;2017;lektor;full-time;0;0;0;0
TUAD;2017;lektor;part-time;0;0;0;0
TUAD;2017;odborný asistent;full-time;0;51;9;60
TUAD;2017;odborný asistent;part-time;0;12;7;19
TUAD;2017;profesor;full-time;5;19;0;24
TUAD;2017;profesor;part-time;3;2;0;5
TUAD;2018;asistent;full-time;0;0;0;0
TUAD;2018;asistent;part-time;0;0;0;0
TUAD;2018;docent;full-time;0;24;0;24
TUAD;2018;docent;part-time;0;4;0;4
TUAD;2018;hosťujúci profesor;full-time;0;0;0;0
TUAD;2018;hosťujúci profesor;part-time;0;0;0;0
TUAD;2018;lektor;full-time;0;0;0;0
TUAD;2018;lektor;part-time;0;0;0;0
TUAD;2018;odborný asistent;full-time;0;45;9;54
TUAD;2018;odborný asistent;part-time;0;15;10;25
TUAD;2018;profesor;full-time;5;18;0;23
TUAD;2018;profesor;part-time;3;3;0;6
TUAD;2019;asistent;full-time;0;0;0;0
TUAD;2019;asistent;part-time;0;0;0;0
TUAD;2019;docent;full-time;0;29;0;29
TUAD;2019;docent;part-time;0;3;0;3
TUAD;2019;hosťujúci profesor;full-time;0;0;0;0
TUAD;2019;hosťujúci profesor;part-time;0;0;0;0
TUAD;2019;lektor;full-time;0;0;0;0
TUAD;2019;lektor;part-time;0;0;0;0
TUAD;2019;odborný asistent;full-time;0;43;8;51
TUAD;2019;odborný asistent;part-time;0;21;7;28
TUAD;2019;profesor;full-time;5;14;0;19
TUAD;2019;profesor;part-time;3;4;0;7
TUAD;2020;asistent;full-time;0;0;0;0
TUAD;2020;asistent;part-time;0;0;1;1
TUAD;2020;docent;full-time;0;23;0;23
TUAD;2020;docent;part-time;0;10;0;10
TUAD;2020;hosťujúci profesor;full-time;0;0;0;0
TUAD;2020;hosťujúci profesor;part-time;0;0;0;0
TUAD;2020;lektor;full-time;0;0;0;0
TUAD;2020;lektor;part-time;0;0;0;0
TUAD;2020;odborný asistent;full-time;0;40;6;46
TUAD;2020;odborný asistent;part-time;0;23;11;34
TUAD;2020;profesor;full-time;5;14;0;19
TUAD;2020;profesor;part-time;1;3;0;4
TUAD;2021;asistent;full-time;0;0;0;0
TUAD;2021;asistent;part-time;0;0;0;0
TUAD;2021;docent;full-time;1;21;0;22
TUAD;2021;docent;part-time;0;12;0;12
TUAD;2021;hosťujúci profesor;full-time;0;0;0;0
TUAD;2021;hosťujúci profesor;part-time;0;0;0;0
TUAD;2021;lektor;full-time;0;0;0;0
TUAD;2021;lektor;part-time;0;0;0;0
TUAD;2021;odborný asistent;full-time;0;44;6;50
TUAD;2021;odborný asistent;part-time;0;23;12;35
TUAD;2021;profesor;full-time;4;14;0;18
TUAD;2021;profesor;part-time;0;2;0;2
TUAD;2022;asistent;full-time;0;0;0;0
TUAD;2022;asistent;part-time;0;0;1;1
TUAD;2022;docent;full-time;1;43;0;44
TUAD;2022;docent;part-time;0;5;0;5
TUAD;2022;hosťujúci profesor;full-time;0;0;0;0
